#contig	Length	B0H_VFD_S52	B0H_VFN_S44	B0L_VFD_S51	B0L_VFN_S43	B2R2H_VFD_S54	B2R2H_VFN_S46	B2R2L_VFD_S53	B2R2L_VFN_S45	B3R2H_VFD_S55	B3R2H_VFN_S48	B3R2L_VFN_S47	B8R2H_VFD_S57	B8R2H_VFN_S50	B8R2L_VFD_S56	B8R2L_VFN_S49
VIRSorter_Contig_3212-cat_2	45981	559.0000	192.0000	929.0000	407.0000	9738.0000	721.0000	725.0000	1338.0000	668.0000	1003.0000	620.0000	5631.0000	1033.0000	213.0000	420.0000
VIRSorter_Contig_22-cat_2	45948	3288.0000	1716.0000	1264.0000	1012.0000	3284.0000	2841.0000	731.0000	529.0000	891.0000	841.0000	571.0000	1715.0000	1298.0000	1596.0000	733.0000
VIRSorter_Contig_3262-cat_2	45932	91.0000	93.0000	175.0000	56.0000	304.0000	123.0000	78.0000	94.0000	87.0000	127.0000	362.0000	11954.0000	138.0000	148.0000	76.0000
VIRSorter_Contig_1577-cat_2	45849	3186.0000	1579.0000	2628.0000	2190.0000	3787.0000	3537.0000	2003.0000	1238.0000	2963.0000	1899.0000	1011.0000	1997.0000	1465.0000	4882.0000	2431.0000
VIRSorter_Contig_711-cat_2	45832	424.0000	378.0000	574.0000	654.0000	384.0000	404.0000	481.0000	139.0000	623.0000	226.0000	211.0000	312.0000	157.0000	436.0000	356.0000
VIRSorter_Contig_3832-cat_2	45806	5074.0000	2623.0000	5482.0000	5724.0000	5381.0000	4044.0000	5633.0000	3949.0000	6749.0000	5552.0000	2087.0000	10635.0000	7859.0000	6896.0000	4369.0000
VIRSorter_Contig_1605-cat_2	45579	5008.0000	3332.0000	6227.0000	6930.0000	11973.0000	8450.0000	9886.0000	7248.0000	8800.0000	5877.0000	4413.0000	7553.0000	5080.0000	18659.0000	10794.0000
VIRSorter_Contig_1976-cat_2	45356	2.0000	4.0000	0.0000	2.0000	0.0000	0.0000	8440.0000	1028.0000	20.0000	5.0000	0.0000	2.0000	0.0000	0.0000	2.0000
VIRSorter_Contig_2424-cat_2	45336	702.0000	75.0000	339.0000	60.0000	107.0000	56.0000	89.0000	3508.0000	25.0000	480.0000	230.0000	306.0000	67.0000	187.0000	29.0000
VIRSorter_Contig_4220-cat_2	45181	65.0000	47.0000	105.0000	153.0000	169.0000	141.0000	82.0000	48.0000	1754.0000	280.0000	134.0000	257.0000	63.0000	5562.0000	5190.0000
VIRSorter_Contig_3117-cat_2	45172	36.0000	7.0000	168.0000	330.0000	142.0000	218.0000	133.0000	287.0000	330.0000	238.0000	67.0000	2994.0000	473.0000	215.0000	155.0000
VIRSorter_Contig_1716-cat_2	45152	955.0000	552.0000	717.0000	135.0000	335.0000	2030.0000	328.0000	114.0000	1104.0000	194.0000	359.0000	71.0000	64.0000	135.0000	145.0000
VIRSorter_Contig_3452-cat_2	45145	6.0000	10.0000	139.0000	123.0000	2.0000	2.0000	74.0000	63.0000	45.0000	37.0000	2.0000	158.0000	96.0000	19.0000	8.0000
VIRSorter_Contig_168-cat_2	44993	4870.0000	262.0000	50.0000	103.0000	106.0000	205.0000	96.0000	72.0000	76.0000	92.0000	42.0000	125.0000	194.0000	127.0000	68.0000
VIRSorter_Contig_4295-cat_2	44977	311.0000	249.0000	494.0000	467.0000	1041.0000	982.0000	2876.0000	1616.0000	3145.0000	498.0000	764.0000	3135.0000	1755.0000	3965.0000	2278.0000
VIRSorter_Contig_2061-cat_2	44941	49.0000	44.0000	42.0000	88.0000	42.0000	39.0000	61.0000	63.0000	58.0000	17.0000	14.0000	41.0000	32.0000	109.0000	47.0000
VIRSorter_Contig_473-cat_2	44931	15493.0000	5657.0000	44.0000	10.0000	4543.0000	3247.0000	33.0000	12.0000	2.0000	16.0000	1041.0000	17.0000	11.0000	195.0000	172.0000
VIRSorter_Contig_4190-cat_2	44912	1209.0000	464.0000	1815.0000	1643.0000	1978.0000	1530.0000	1394.0000	680.0000	2123.0000	971.0000	639.0000	1833.0000	1395.0000	2880.0000	1718.0000
VIRSorter_Contig_2983-cat_2	44878	9.0000	5.0000	11.0000	28.0000	653.0000	1032.0000	91.0000	63.0000	14695.0000	6460.0000	314.0000	222.0000	144.0000	350.0000	341.0000
VIRSorter_Contig_729-cat_2	44869	2301.0000	897.0000	3218.0000	2718.0000	231.0000	129.0000	9402.0000	1339.0000	514.0000	306.0000	15.0000	4474.0000	2738.0000	381.0000	203.0000
VIRSorter_Contig_1913-cat_2	44832	4.0000	0.0000	0.0000	12.0000	8.0000	8.0000	3200.0000	562.0000	1333.0000	2.0000	0.0000	2.0000	2.0000	0.0000	0.0000
VIRSorter_Contig_1727-cat_2	44575	28.0000	11.0000	0.0000	2.0000	60.0000	55.0000	0.0000	0.0000	2.0000	0.0000	68.0000	0.0000	2.0000	44.0000	12.0000
VIRSorter_Contig_1562-cat_2	44477	77.0000	23.0000	47.0000	38.0000	120.0000	49.0000	28.0000	10.0000	40.0000	20.0000	13.0000	42.0000	66.0000	18.0000	19.0000
VIRSorter_Contig_3861-cat_2	44437	46.0000	14.0000	34.0000	20.0000	17.0000	20.0000	45.0000	20.0000	28.0000	37.0000	8.0000	79.0000	52.0000	29.0000	10.0000
VIRSorter_Contig_3670-cat_2	44299	2708.0000	887.0000	894.0000	696.0000	1358.0000	823.0000	2613.0000	1381.0000	1723.0000	972.0000	444.0000	2829.0000	1327.0000	1341.0000	956.0000
VIRSorter_Contig_2178-cat_2	44264	1103.0000	231.0000	3705.0000	2132.0000	1427.0000	608.0000	2719.0000	1350.0000	4097.0000	9365.0000	3537.0000	1441.0000	1346.0000	925.0000	977.0000
VIRSorter_Contig_1435-cat_2	44108	93.0000	54.0000	463.0000	524.0000	6181.0000	116.0000	573.0000	194.0000	131.0000	478.0000	305.0000	165.0000	82.0000	106.0000	135.0000
VIRSorter_Contig_2179-cat_2	44078	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	4129.0000	2589.0000	0.0000	12.0000	0.0000	20.0000	0.0000	19.0000	2.0000
VIRSorter_Contig_1712-cat_2	44068	4.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	1.0000	0.0000	0.0000	0.0000	3.0000	5.0000	0.0000	0.0000
VIRSorter_Contig_1195-cat_2	44066	319.0000	157.0000	296.0000	302.0000	378.0000	249.0000	374.0000	177.0000	354.0000	220.0000	95.0000	408.0000	277.0000	316.0000	232.0000
VIRSorter_Contig_259-cat_2	44057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4499-cat_2	44050	6773.0000	3609.0000	888.0000	640.0000	6335.0000	4282.0000	4214.0000	2900.0000	1041.0000	288.0000	1932.0000	1328.0000	793.0000	3322.0000	3525.0000
VIRSorter_Contig_1569-cat_2	44021	2731.0000	1594.0000	512.0000	466.0000	6055.0000	5533.0000	2180.0000	1452.0000	182.0000	139.0000	365.0000	72.0000	92.0000	353.0000	211.0000
VIRSorter_Contig_3393-cat_2	43953	0.0000	0.0000	26.0000	15.0000	3.0000	1.0000	2.0000	9.0000	18.0000	16.0000	0.0000	48.0000	48.0000	2.0000	4.0000
VIRSorter_Contig_4207-cat_2	43908	28.0000	16.0000	2.0000	4.0000	390.0000	42.0000	178.0000	225.0000	235.0000	290.0000	40.0000	14.0000	15.0000	4525.0000	265.0000
VIRSorter_Contig_2730-cat_2	43885	2648.0000	934.0000	2766.0000	2312.0000	1002.0000	667.0000	4346.0000	2274.0000	3893.0000	1403.0000	330.0000	2565.0000	1015.0000	2919.0000	2267.0000
VIRSorter_Contig_744-cat_2	43723	2.0000	0.0000	2887.0000	1999.0000	10.0000	0.0000	1572.0000	1499.0000	473.0000	419.0000	0.0000	1425.0000	604.0000	2.0000	2.0000
VIRSorter_Contig_2754-cat_2	43706	23135.0000	16648.0000	23760.0000	18300.0000	22802.0000	15980.0000	21723.0000	12026.0000	15068.0000	11482.0000	7735.0000	22641.0000	18299.0000	13790.0000	7692.0000
VIRSorter_Contig_1183-cat_2	43673	2098.0000	784.0000	3561.0000	1312.0000	4431.0000	365.0000	931.0000	1797.0000	16.0000	26.0000	225.0000	6.0000	2.0000	6848.0000	1754.0000
VIRSorter_Contig_1854-cat_2	43566	32.0000	23.0000	437.0000	676.0000	2429.0000	3026.0000	2157.0000	1358.0000	2569.0000	1378.0000	4356.0000	2674.0000	1000.0000	2983.0000	3321.0000
VIRSorter_Contig_1104-cat_2	43463	38.0000	24.0000	13.0000	16.0000	43.0000	17.0000	14.0000	14.0000	11.0000	34.0000	8.0000	44.0000	33.0000	20.0000	12.0000
VIRSorter_Contig_72-cat_2	43456	3837.0000	2441.0000	3907.0000	4880.0000	2373.0000	3184.0000	4028.0000	1250.0000	4075.0000	1976.0000	1490.0000	2246.0000	1260.0000	3342.0000	2392.0000
VIRSorter_Contig_4240-cat_2	43453	599.0000	616.0000	1664.0000	1311.0000	1297.0000	1174.0000	1576.0000	319.0000	1404.0000	302.0000	350.0000	408.0000	457.0000	1126.0000	800.0000
VIRSorter_Contig_3841-cat_2	43436	6584.0000	4451.0000	4369.0000	4043.0000	9933.0000	4542.0000	3815.0000	3732.0000	3305.0000	2173.0000	2240.0000	5288.0000	3883.0000	5844.0000	3863.0000
VIRSorter_Contig_1426-cat_2	43374	3153.0000	1408.0000	182.0000	186.0000	4927.0000	2667.0000	6594.0000	5447.0000	5714.0000	3012.0000	1286.0000	585.0000	392.0000	1983.0000	1828.0000
VIRSorter_Contig_4540-cat_2	43371	648.0000	488.0000	925.0000	1178.0000	71.0000	92.0000	1241.0000	331.0000	5129.0000	2074.0000	920.0000	2107.0000	1283.0000	6420.0000	5338.0000
VIRSorter_Contig_4262-cat_2	43243	2930.0000	1951.0000	4985.0000	4290.0000	2508.0000	2323.0000	5194.0000	2740.0000	6863.0000	2752.0000	1226.0000	6406.0000	4772.0000	4304.0000	2527.0000
VIRSorter_Contig_1397-cat_2	43171	216.0000	171.0000	208.0000	190.0000	7742.0000	232.0000	397.0000	163.0000	458.0000	375.0000	214.0000	355.0000	202.0000	235.0000	156.0000
VIRSorter_Contig_2580-cat_2	43171	662.0000	456.0000	1896.0000	1281.0000	446.0000	760.0000	1391.0000	1169.0000	3879.0000	698.0000	336.0000	1412.0000	1218.0000	607.0000	334.0000
VIRSorter_Contig_1633-cat_2	43112	171.0000	100.0000	66.0000	73.0000	142.0000	71.0000	239.0000	218.0000	78.0000	23.0000	30.0000	23.0000	13.0000	103.0000	30.0000
VIRSorter_Contig_43-cat_2	43073	31661.0000	2293.0000	156.0000	429.0000	4521.0000	3127.0000	4469.0000	1446.0000	4765.0000	2403.0000	817.0000	1775.0000	577.0000	1070.0000	876.0000
VIRSorter_Contig_707-cat_2	43065	2589.0000	1293.0000	4139.0000	2632.0000	4109.0000	1153.0000	2140.0000	967.0000	1584.0000	772.0000	677.0000	1525.0000	1075.0000	1087.0000	1150.0000
VIRSorter_Contig_3953-cat_2	43064	90.0000	54.0000	59.0000	30.0000	2828.0000	2012.0000	693.0000	632.0000	2021.0000	1216.0000	914.0000	496.0000	278.0000	12565.0000	5712.0000
VIRSorter_Contig_2411-cat_2	43013	2.0000	2.0000	0.0000	2.0000	3.0000	6.0000	71.0000	74.0000	12.0000	8.0000	2.0000	15.0000	0.0000	4.0000	15.0000
VIRSorter_Contig_2529-cat_2	43002	977.0000	209.0000	6.0000	43.0000	114.0000	40.0000	114.0000	86.0000	19786.0000	5235.0000	345.0000	387.0000	173.0000	344.0000	530.0000
VIRSorter_Contig_2223-cat_2	43002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4298-cat_2	42915	401.0000	258.0000	316.0000	331.0000	284.0000	172.0000	360.0000	344.0000	195.0000	113.0000	89.0000	301.0000	220.0000	475.0000	229.0000
VIRSorter_Contig_1227-cat_2	42880	1056.0000	578.0000	617.0000	719.0000	4766.0000	2649.0000	771.0000	663.0000	703.0000	516.0000	457.0000	525.0000	402.0000	706.0000	344.0000
VIRSorter_Contig_1438-cat_2	42776	708.0000	467.0000	42.0000	43.0000	4282.0000	2080.0000	364.0000	259.0000	2.0000	4.0000	78.0000	11.0000	16.0000	185.0000	97.0000
VIRSorter_Contig_2703-cat_2	42660	308.0000	213.0000	1811.0000	1561.0000	484.0000	219.0000	3123.0000	1248.0000	5455.0000	2946.0000	89.0000	2131.0000	2059.0000	162.0000	99.0000
VIRSorter_Contig_1043-cat_2	42616	56.0000	24.0000	87.0000	142.0000	78.0000	53.0000	315.0000	110.0000	345.0000	137.0000	41.0000	276.0000	172.0000	94.0000	90.0000
VIRSorter_Contig_1853-cat_2	42478	26.0000	13.0000	24.0000	20.0000	97.0000	54.0000	25.0000	10.0000	8.0000	2.0000	2.0000	8.0000	18.0000	4.0000	13.0000
VIRSorter_Contig_2259-cat_2	42475	1.0000	1.0000	1.0000	0.0000	1.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2025-cat_2	42432	228.0000	98.0000	5634.0000	7915.0000	10905.0000	3105.0000	9887.0000	5509.0000	9558.0000	12632.0000	1064.0000	5043.0000	1193.0000	22.0000	34.0000
VIRSorter_Contig_1837-cat_2	42421	2345.0000	2651.0000	973.0000	1306.0000	2205.0000	2717.0000	1750.0000	1465.0000	262.0000	192.0000	787.0000	1237.0000	2342.0000	850.0000	792.0000
VIRSorter_Contig_1180-cat_2	42390	76.0000	90.0000	10.0000	2.0000	4367.0000	191.0000	6.0000	2.0000	6.0000	0.0000	10.0000	0.0000	0.0000	2.0000	20.0000
VIRSorter_Contig_4487-cat_2	42356	12787.0000	4540.0000	1350.0000	1314.0000	8355.0000	4318.0000	3021.0000	2080.0000	1598.0000	760.0000	1787.0000	3641.0000	2530.0000	7098.0000	4615.0000
VIRSorter_Contig_3069-cat_2	42175	0.0000	0.0000	2.0000	0.0000	4.0000	2.0000	0.0000	0.0000	198.0000	34.0000	5059.0000	4.0000	158.0000	0.0000	0.0000
VIRSorter_Contig_878-cat_2	42173	2056.0000	955.0000	3589.0000	2634.0000	7237.0000	1550.0000	4342.0000	3000.0000	4190.0000	3391.0000	7351.0000	5674.0000	2588.0000	2824.0000	1505.0000
VIRSorter_Contig_3738-cat_2	42154	2478.0000	1354.0000	1840.0000	1559.0000	3221.0000	2646.0000	3004.0000	1532.0000	2689.0000	1918.0000	1699.0000	12411.0000	8617.0000	2276.0000	1508.0000
VIRSorter_Contig_1807-cat_2	42083	1256.0000	1915.0000	713.0000	1312.0000	2928.0000	2577.0000	1274.0000	922.0000	1530.0000	1732.0000	705.0000	1106.0000	855.0000	2944.0000	1242.0000
VIRSorter_Contig_3756-cat_2	42035	360.0000	267.0000	323.0000	210.0000	323.0000	343.0000	255.0000	194.0000	213.0000	186.0000	340.0000	603.0000	3688.0000	189.0000	237.0000
VIRSorter_Contig_4457-cat_2	42007	4.0000	2.0000	0.0000	0.0000	103.0000	51.0000	16.0000	10.0000	47.0000	23.0000	31.0000	16.0000	1.0000	138.0000	81.0000
VIRSorter_Contig_4296-cat_2	42006	1432.0000	609.0000	2210.0000	2271.0000	1160.0000	1584.0000	1449.0000	621.0000	1957.0000	430.0000	530.0000	652.0000	336.0000	3664.0000	1766.0000
VIRSorter_Contig_4503-cat_2	41914	28.0000	8.0000	6.0000	2.0000	30.0000	30.0000	23.0000	12.0000	50.0000	28.0000	10.0000	28.0000	26.0000	77.0000	32.0000
VIRSorter_Contig_2248-cat_2	41904	108.0000	2157.0000	98.0000	28.0000	10.0000	24.0000	3623.0000	1154.0000	754.0000	1758.0000	113.0000	102.0000	476.0000	850.0000	476.0000
VIRSorter_Contig_595-cat_2	41894	329.0000	243.0000	156.0000	212.0000	353.0000	223.0000	201.0000	209.0000	20.0000	2.0000	72.0000	64.0000	79.0000	152.0000	84.0000
VIRSorter_Contig_2073-cat_2	41760	1980.0000	849.0000	969.0000	1308.0000	5434.0000	3532.0000	3989.0000	2562.0000	4594.0000	2866.0000	1156.0000	3172.0000	1621.0000	610.0000	547.0000
VIRSorter_Contig_4199-cat_2	41733	102.0000	102.0000	784.0000	132.0000	680.0000	237.0000	6.0000	6.0000	2.0000	8.0000	386.0000	14.0000	6.0000	25626.0000	2678.0000
VIRSorter_Contig_3960-cat_2	41663	2230.0000	1624.0000	2031.0000	2345.0000	1443.0000	1179.0000	1371.0000	1470.0000	674.0000	385.0000	724.0000	1113.0000	829.0000	5179.0000	3118.0000
VIRSorter_Contig_1828-cat_2	41624	16.0000	17.0000	0.0000	0.0000	14.0000	16.0000	0.0000	10.0000	0.0000	0.0000	20.0000	0.0000	0.0000	16.0000	17.0000
VIRSorter_Contig_627-cat_2	41621	155.0000	50.0000	3518.0000	216.0000	137.0000	51.0000	1306.0000	469.0000	2072.0000	1236.0000	501.0000	3799.0000	1095.0000	1086.0000	680.0000
VIRSorter_Contig_1041-cat_2	41533	172.0000	434.0000	5946.0000	4549.0000	141.0000	99.0000	1959.0000	572.0000	873.0000	922.0000	360.0000	806.0000	373.0000	171.0000	140.0000
VIRSorter_Contig_529-cat_2	41470	152.0000	2554.0000	14.0000	6.0000	4.0000	4.0000	5.0000	9.0000	4.0000	2.0000	2.0000	24.0000	2.0000	0.0000	2.0000
VIRSorter_Contig_3397-cat_2	41468	252.0000	230.0000	1054.0000	1508.0000	7.0000	0.0000	39.0000	67.0000	113.0000	109.0000	173.0000	3976.0000	1513.0000	32.0000	44.0000
VIRSorter_Contig_2002-cat_2	41439	90.0000	10.0000	224.0000	501.0000	38.0000	113.0000	2498.0000	74.0000	19.0000	3.0000	8.0000	54.0000	116.0000	7.0000	2.0000
VIRSorter_Contig_4215-cat_2	41438	1639.0000	929.0000	1198.0000	1261.0000	783.0000	448.0000	1353.0000	1244.0000	954.0000	689.0000	679.0000	1288.0000	1031.0000	4378.0000	2083.0000
VIRSorter_Contig_3346-cat_2	41399	168.0000	89.0000	713.0000	782.0000	494.0000	401.0000	419.0000	382.0000	998.0000	600.0000	252.0000	2716.0000	1513.0000	279.0000	142.0000
VIRSorter_Contig_486-cat_2	41207	240.0000	5403.0000	1053.0000	333.0000	1616.0000	2379.0000	455.0000	406.0000	3.0000	6.0000	82.0000	59.0000	724.0000	44.0000	89.0000
VIRSorter_Contig_1735-cat_2	41192	5729.0000	3980.0000	4755.0000	2715.0000	5861.0000	4865.0000	4396.0000	3077.0000	2176.0000	2559.0000	2536.0000	5149.0000	3078.0000	4526.0000	3838.0000
VIRSorter_Contig_3800-cat_2	41157	182.0000	87.0000	161.0000	263.0000	334.0000	90.0000	277.0000	240.0000	160.0000	52.0000	335.0000	1246.0000	4135.0000	214.0000	260.0000
VIRSorter_Contig_537-cat_2	41072	4395.0000	3016.0000	3427.0000	3159.0000	2683.0000	1023.0000	472.0000	470.0000	264.0000	69.0000	1150.0000	958.0000	1015.0000	2844.0000	1571.0000
VIRSorter_Contig_3687-cat_2	41029	6.0000	2.0000	23.0000	18.0000	0.0000	0.0000	797.0000	53.0000	1005.0000	218.0000	21.0000	1140.0000	2215.0000	8.0000	6.0000
VIRSorter_Contig_164-cat_2	40945	3982.0000	2692.0000	3040.0000	3982.0000	22.0000	115.0000	12.0000	2.0000	0.0000	0.0000	0.0000	2.0000	14.0000	0.0000	14.0000
VIRSorter_Contig_3411-cat_2	40930	173.0000	169.0000	414.0000	459.0000	119.0000	104.0000	233.0000	428.0000	373.0000	207.0000	167.0000	3483.0000	251.0000	201.0000	76.0000
VIRSorter_Contig_2191-cat_2	40918	3822.0000	1979.0000	1564.0000	1989.0000	2306.0000	1601.0000	4246.0000	1814.0000	3011.0000	3121.0000	1536.0000	2119.0000	4301.0000	2471.0000	2380.0000
VIRSorter_Contig_3427-cat_2	40597	512.0000	213.0000	390.0000	517.0000	452.0000	189.0000	1564.0000	844.0000	1515.0000	791.0000	450.0000	2690.0000	1734.0000	904.0000	656.0000
VIRSorter_Contig_2828-cat_2	40567	170.0000	132.0000	381.0000	1140.0000	1398.0000	620.0000	5942.0000	2285.0000	6823.0000	2711.0000	880.0000	6439.0000	1807.0000	9918.0000	1172.0000
VIRSorter_Contig_2852-cat_2	40507	38.0000	40.0000	489.0000	979.0000	1510.0000	1344.0000	1964.0000	1764.0000	3320.0000	1913.0000	496.0000	28.0000	26.0000	158.0000	122.0000
VIRSorter_Contig_136-cat_2	40493	3498.0000	390.0000	0.0000	0.0000	6.0000	4.0000	0.0000	2.0000	24.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3875-cat_2	40469	53.0000	20.0000	35.0000	36.0000	44.0000	28.0000	33.0000	7.0000	23.0000	20.0000	20.0000	20.0000	26.0000	67.0000	26.0000
VIRSorter_Contig_1953-cat_2	40408	257.0000	95.0000	93.0000	87.0000	182.0000	157.0000	2983.0000	66.0000	61.0000	22.0000	74.0000	37.0000	20.0000	88.0000	58.0000
VIRSorter_Contig_2790-cat_2	40316	40.0000	38.0000	20.0000	162.0000	1.0000	6.0000	44.0000	85.0000	3250.0000	130.0000	16.0000	20.0000	12.0000	2.0000	14.0000
VIRSorter_Contig_3532-cat_2	40309	738.0000	96.0000	90.0000	111.0000	1120.0000	89.0000	140.0000	62.0000	520.0000	201.0000	406.0000	6022.0000	67.0000	114.0000	26.0000
VIRSorter_Contig_552-cat_2	40285	3400.0000	2694.0000	1357.0000	1287.0000	1583.0000	1045.0000	1933.0000	1642.0000	1188.0000	739.0000	497.0000	1228.0000	1130.0000	1918.0000	1043.0000
VIRSorter_Contig_4084-cat_2	40229	3279.0000	2280.0000	4793.0000	5177.0000	2627.0000	837.0000	759.0000	765.0000	989.0000	692.0000	671.0000	2736.0000	2311.0000	3757.0000	2739.0000
VIRSorter_Contig_1220-cat_2	40228	1649.0000	1010.0000	1827.0000	1555.0000	3190.0000	1763.0000	1534.0000	1124.0000	1453.0000	906.0000	1121.0000	1741.0000	1093.0000	1734.0000	956.0000
VIRSorter_Contig_1090-cat_2	40221	3112.0000	4088.0000	5916.0000	8686.0000	1153.0000	956.0000	8802.0000	6796.0000	9797.0000	7034.0000	916.0000	11891.0000	6935.0000	2057.0000	424.0000
VIRSorter_Contig_1635-cat_2	40146	212.0000	84.0000	91.0000	102.0000	425.0000	317.0000	357.0000	275.0000	105.0000	68.0000	198.0000	49.0000	70.0000	422.0000	265.0000
VIRSorter_Contig_3445-cat_2	40137	262.0000	237.0000	368.0000	291.0000	1969.0000	1851.0000	325.0000	219.0000	883.0000	451.0000	1173.0000	5210.0000	3324.0000	818.0000	454.0000
VIRSorter_Contig_548-cat_2	40122	0.0000	0.0000	0.0000	1.0000	0.0000	2.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1748-cat_2	39960	61.0000	48.0000	575.0000	1222.0000	1712.0000	5693.0000	42.0000	66.0000	335.0000	50.0000	29.0000	408.0000	100.0000	43.0000	33.0000
VIRSorter_Contig_3814-cat_2	39938	4603.0000	2879.0000	7100.0000	6478.0000	9694.0000	8422.0000	8071.0000	3781.0000	4100.0000	2223.0000	3492.0000	7242.0000	4172.0000	8614.0000	5228.0000
VIRSorter_Contig_3284-cat_2	39898	1669.0000	377.0000	49.0000	62.0000	42.0000	28.0000	261.0000	222.0000	100.0000	80.0000	2.0000	2965.0000	2302.0000	128.0000	139.0000
VIRSorter_Contig_1808-cat_2	39876	14580.0000	5376.0000	66.0000	6.0000	4492.0000	3304.0000	18.0000	16.0000	3.0000	2.0000	976.0000	10.0000	8.0000	235.0000	149.0000
VIRSorter_Contig_3351-cat_2	39799	0.0000	0.0000	494.0000	644.0000	270.0000	150.0000	331.0000	202.0000	2482.0000	1579.0000	98.0000	2576.0000	1224.0000	584.0000	288.0000
VIRSorter_Contig_4419-cat_2	39788	2148.0000	1534.0000	3520.0000	2513.0000	1553.0000	1532.0000	638.0000	509.0000	1090.0000	792.0000	17526.0000	902.0000	518.0000	5350.0000	2519.0000
VIRSorter_Contig_3690-cat_2	39751	2046.0000	1348.0000	2014.0000	2614.0000	2818.0000	1993.0000	2516.0000	1540.0000	3338.0000	1752.0000	536.0000	2866.0000	2402.0000	3928.0000	2026.0000
VIRSorter_Contig_4307-cat_2	39740	1155.0000	599.0000	1199.0000	1483.0000	1123.0000	781.0000	1840.0000	1524.0000	1820.0000	1205.0000	665.0000	2095.0000	1450.0000	4882.0000	2877.0000
VIRSorter_Contig_3098-cat_2	39737	765.0000	349.0000	361.0000	437.0000	2150.0000	1636.0000	152.0000	66.0000	2086.0000	947.0000	534.0000	2983.0000	2042.0000	1423.0000	725.0000
VIRSorter_Contig_3080-cat_2	39689	545.0000	85.0000	154.0000	183.0000	1436.0000	203.0000	392.0000	149.0000	857.0000	1056.0000	1103.0000	73.0000	7.0000	1882.0000	985.0000
VIRSorter_Contig_239-cat_2	39678	34.0000	19.0000	0.0000	2.0000	6.0000	17.0000	2.0000	2.0000	8.0000	2.0000	0.0000	4.0000	2.0000	29.0000	30.0000
VIRSorter_Contig_639-cat_2	39677	2661.0000	2275.0000	3872.0000	3490.0000	2009.0000	1754.0000	2792.0000	1196.0000	3855.0000	1846.0000	1214.0000	3202.0000	2983.0000	1732.0000	1187.0000
VIRSorter_Contig_3120-cat_2	39668	813.0000	418.0000	1409.0000	1263.0000	515.0000	526.0000	1218.0000	315.0000	1149.0000	829.0000	776.0000	1332.0000	688.0000	1204.0000	1035.0000
VIRSorter_Contig_1360-cat_2	39661	89.0000	18.0000	10.0000	8.0000	2788.0000	889.0000	53.0000	70.0000	49.0000	27.0000	219.0000	34.0000	16.0000	14.0000	714.0000
VIRSorter_Contig_1610-cat_2	39636	18.0000	6.0000	16.0000	234.0000	4080.0000	328.0000	8.0000	0.0000	22.0000	20.0000	92.0000	34.0000	14.0000	2213.0000	826.0000
VIRSorter_Contig_97-cat_2	39576	4254.0000	2252.0000	4.0000	6.0000	46.0000	40.0000	138.0000	26.0000	4.0000	0.0000	16.0000	2.0000	0.0000	6.0000	4.0000
VIRSorter_Contig_1238-cat_2	39561	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	2.0000
VIRSorter_Contig_1033-cat_2	39558	2176.0000	699.0000	1505.0000	2589.0000	1390.0000	1694.0000	1090.0000	254.0000	10.0000	8.0000	194.0000	146.0000	247.0000	12.0000	4.0000
VIRSorter_Contig_4534-cat_2	39557	536.0000	308.0000	619.0000	587.0000	819.0000	285.0000	654.0000	859.0000	720.0000	657.0000	523.0000	1396.0000	1024.0000	4619.0000	2705.0000
VIRSorter_Contig_4023-cat_2	39548	434.0000	238.0000	347.0000	408.0000	86.0000	54.0000	475.0000	391.0000	870.0000	449.0000	235.0000	486.0000	416.0000	4152.0000	2122.0000
VIRSorter_Contig_4378-cat_2	39547	2867.0000	1661.0000	3050.0000	3192.0000	3896.0000	2700.0000	2465.0000	1672.0000	5022.0000	2759.0000	1673.0000	2957.0000	2071.0000	5446.0000	2940.0000
VIRSorter_Contig_3156-cat_2	39539	0.0000	0.0000	20.0000	10.0000	6.0000	2.0000	2.0000	6.0000	172.0000	4.0000	0.0000	11887.0000	8236.0000	4.0000	0.0000
VIRSorter_Contig_4584-cat_2	39428	2.0000	0.0000	4.0000	0.0000	0.0000	0.0000	3.0000	2.0000	1.0000	0.0000	1.0000	6.0000	2.0000	6.0000	9.0000
VIRSorter_Contig_2748-cat_2	39410	17.0000	14.0000	13.0000	8.0000	28.0000	19.0000	27.0000	9.0000	21.0000	7.0000	7.0000	13.0000	8.0000	8.0000	11.0000
